Medicine_ID,Medicine_Name,Generic_Name,Category,Dosage,Manufacturer,Batch_Number,Stock_Quantity,Minimum_Stock,Expiry_Date,Purchase_Date,Unit_Price,Supplier,Storage_Location,Status
MED383,Ibuprofen,Ibuprofen,Capsule,10 ml,Dr. Reddy's,B6356,211,50,2027-01-30,2025-11-18,134.35,HealthPlus,C1,Active
MED384,Cefixime,Cefixime,Ointment,250 mg,Mankind,B7417,53,50,2027-05-25,2025-01-08,242.0,LifeCare,B2,Active
MED385,Salbutamol,Salbutamol,Ointment,100 IU,Abbott,B1003,350,30,2026-03-22,2025-05-20,416.69,MediSupply,B2,Active
MED386,Insulin,Insulin,Injection,10 ml,Lupin,B9420,18,20,2027-04-21,2025-05-30,346.3,ABC Pharma,C1,Active
MED387,Amoxicillin,Amoxicillin,Injection,100 IU,Torrent,B1770,389,50,2026-05-26,2025-01-20,386.44,Prime Medics,A1,Active
MED388,Amlodipine,Amlodipine,Capsule,10 ml,Abbott,B4033,339,20,2027-04-25,2025-10-28,303.38,ABC Pharma,A1,Active
MED389,Metformin,Metformin,Capsule,500 mg,Sun Pharma,B5237,204,50,2026-06-24,2025-01-29,116.0,ABC Pharma,A2,Active
MED390,Amlodipine,Amlodipine,Capsule,10 ml,Lupin,B1349,358,50,2026-10-01,2025-08-23,25.69,LifeCare,A2,Active
MED391,Pantoprazole,Pantoprazole,Syrup,10 ml,Abbott,B6065,316,30,2027-07-02,2025-04-05,143.11,LifeCare,Cold Storage,Active
MED392,Vitamin C,Vitamin C,Ointment,650 mg,Lupin,B8514,167,50,2028-04-19,2025-03-09,354.99,LifeCare,C1,Active
MED393,Diclofenac,Diclofenac,Syrup,250 mg,Abbott,B8846,257,30,2026-10-11,2025-06-16,374.28,MediSupply,A1,Active
MED394,Dolo,Dolo,Injection,5 ml,Cipla,B9794,268,30,2026-07-18,2025-04-22,121.02,MediSupply,B1,Active
MED395,Diclofenac,Diclofenac,Injection,500 mg,Mankind,B6074,80,50,2026-02-12,2025-06-30,20.88,HealthPlus,B1,Active
MED396,Ibuprofen,Ibuprofen,Injection,5 ml,Mankind,B8294,426,50,2028-01-13,2025-10-20,344.55,HealthPlus,A2,Active
MED397,Atorvastatin,Atorvastatin,Capsule,10 ml,Cipla,B6634,286,50,2027-05-02,2025-06-28,241.7,Prime Medics,A2,Active
MED398,Insulin,Insulin,Capsule,250 mg,Abbott,B5693,356,30,2027-10-08,2025-12-15,162.05,MediSupply,A2,Active
MED399,Levocetirizine,Levocetirizine,Capsule,500 mg,Torrent,B7124,149,20,2027-08-01,2025-06-23,28.49,LifeCare,A1,Active
MED400,Omeprazole,Omeprazole,Syrup,650 mg,Alkem,B8809,193,30,2026-12-14,2025-09-23,21.07,ABC Pharma,Cold Storage,Active
MED401,Cefixime,Cefixime,Tablet,650 mg,Lupin,B6787,103,30,2027-09-09,2025-01-03,400.36,ABC Pharma,B1,Active
MED402,Amoxicillin,Amoxicillin,Syrup,650 mg,Lupin,B1911,373,20,2026-05-22,2025-07-01,170.93,Prime Medics,B1,Active
MED403,Cetirizine,Cetirizine,Capsule,5 ml,Abbott,B9542,339,20,2028-04-29,2025-01-28,17.39,MediSupply,B1,Active
MED404,Amoxicillin,Amoxicillin,Ointment,5 ml,Cipla,B4314,496,30,2026-08-24,2025-01-20,159.74,HealthPlus,C1,Active
MED405,Ibuprofen,Ibuprofen,Capsule,100 IU,Abbott,B6746,37,20,2027-01-31,2025-02-26,140.95,Prime Medics,B1,Active
MED406,Calcium,Calcium,Tablet,10 ml,Lupin,B2592,222,50,2027-10-27,2025-01-15,49.82,MediSupply,Cold Storage,Active
MED407,Ibuprofen,Ibuprofen,Capsule,5 ml,Abbott,B4537,272,30,2027-04-14,2025-05-02,397.03,LifeCare,C1,Active
MED408,Losartan,Losartan,Capsule,500 mg,Torrent,B4153,424,20,2028-06-04,2025-05-15,259.18,LifeCare,A2,Active
MED409,Omeprazole,Omeprazole,Ointment,100 IU,Sun Pharma,B5390,331,50,2026-12-29,2025-09-26,102.19,ABC Pharma,B1,Active
MED410,Losartan,Losartan,Ointment,250 mg,Dr. Reddy's,B9864,253,50,2027-05-26,2025-03-30,260.2,ABC Pharma,A1,Active
MED411,Atorvastatin,Atorvastatin,Injection,10 ml,Torrent,B8973,49,20,2027-01-13,2025-09-30,231.24,LifeCare,A2,Active
MED412,Paracetamol,Paracetamol,Ointment,5 ml,Abbott,B2146,52,30,2027-12-09,2025-03-01,347.71,Prime Medics,C2,Active
MED413,Pantoprazole,Pantoprazole,Ointment,5 ml,Torrent,B2560,343,20,2027-02-10,2025-10-15,368.55,ABC Pharma,A1,Active
MED414,Insulin,Insulin,Tablet,10 ml,Dr. Reddy's,B2131,196,50,2027-05-12,2025-05-30,275.77,ABC Pharma,B1,Active
MED415,Amoxicillin,Amoxicillin,Injection,100 IU,Lupin,B3233,295,20,2028-02-07,2025-01-27,436.46,HealthPlus,B2,Active
MED416,Levocetirizine,Levocetirizine,Ointment,500 mg,Cipla,B8162,96,20,2028-04-16,2025-02-10,47.31,LifeCare,B2,Active
MED417,Levocetirizine,Levocetirizine,Syrup,250 mg,Lupin,B8434,140,30,2027-03-11,2025-10-14,361.52,ABC Pharma,Cold Storage,Active
MED418,Ibuprofen,Ibuprofen,Tablet,5 ml,Alkem,B3913,82,30,2026-03-16,2025-12-14,391.61,ABC Pharma,B2,Active
MED419,Cetirizine,Cetirizine,Tablet,5 ml,Lupin,B5900,394,20,2026-12-15,2025-07-16,235.1,MediSupply,B1,Active
MED420,Ibuprofen,Ibuprofen,Syrup,650 mg,Alkem,B3482,340,50,2027-12-04,2025-07-04,445.29,ABC Pharma,C2,Active
MED421,Cetirizine,Cetirizine,Capsule,650 mg,Torrent,B6222,163,50,2027-07-27,2025-11-09,390.58,MediSupply,B1,Active
MED422,Metformin,Metformin,Syrup,500 mg,Abbott,B3089,107,20,2027-07-28,2025-03-06,69.89,ABC Pharma,B2,Active
MED423,Calcium,Calcium,Capsule,650 mg,Mankind,B8413,68,30,2027-01-16,2025-08-14,61.32,MediSupply,A1,Active
MED424,Levocetirizine,Levocetirizine,Injection,100 IU,Alkem,B1461,209,50,2026-08-29,2025-06-30,99.31,MediSupply,Cold Storage,Active
MED425,Omeprazole,Omeprazole,Injection,10 ml,Cipla,B6598,360,30,2028-03-04,2025-03-28,368.43,MediSupply,Cold Storage,Active
MED426,Pantoprazole,Pantoprazole,Tablet,5 ml,Cipla,B7326,410,30,2026-08-19,2025-12-30,183.02,HealthPlus,B2,Active
MED427,Levocetirizine,Levocetirizine,Tablet,5 ml,Cipla,B4748,331,50,2027-02-09,2025-02-12,64.04,HealthPlus,A2,Active
MED428,Vitamin C,Vitamin C,Injection,10 ml,Torrent,B3215,487,20,2027-06-04,2025-06-22,173.73,HealthPlus,C1,Active
MED429,Amoxicillin,Amoxicillin,Injection,10 ml,Cipla,B4846,244,30,2027-05-19,2025-05-21,459.4,LifeCare,Cold Storage,Active
MED430,Losartan,Losartan,Syrup,500 mg,Alkem,B2328,50,30,2026-02-24,2025-04-08,264.48,ABC Pharma,C2,Active
MED431,Paracetamol,Paracetamol,Capsule,250 mg,Cipla,B8194,195,20,2026-12-10,2025-05-12,387.81,ABC Pharma,C1,Active
MED432,Losartan,Losartan,Ointment,100 IU,Abbott,B5706,283,50,2027-05-26,2025-11-15,490.28,MediSupply,B1,Active
MED433,Atorvastatin,Atorvastatin,Tablet,500 mg,Torrent,B8814,453,30,2026-11-16,2025-05-04,290.06,MediSupply,A1,Active
MED434,ORS,ORS,Capsule,250 mg,Alkem,B8029,322,30,2027-07-28,2025-04-18,62.86,HealthPlus,A1,Active
MED435,Paracetamol,Paracetamol,Tablet,650 mg,Mankind,B2944,125,30,2026-07-07,2025-03-08,162.5,ABC Pharma,A2,Active
MED436,Omeprazole,Omeprazole,Injection,500 mg,Cipla,B4628,224,50,2027-07-02,2025-05-29,304.19,LifeCare,B2,Active
MED437,Calcium,Calcium,Tablet,650 mg,Lupin,B3376,283,30,2028-04-30,2025-04-10,347.16,ABC Pharma,C1,Active
MED438,Dolo,Dolo,Syrup,500 mg,Sun Pharma,B1853,188,30,2027-12-30,2025-03-16,457.05,Prime Medics,A1,Active
MED439,Amlodipine,Amlodipine,Ointment,5 ml,Dr. Reddy's,B3096,436,30,2026-12-25,2025-01-11,413.7,Prime Medics,C1,Active
MED440,Ibuprofen,Ibuprofen,Tablet,250 mg,Sun Pharma,B3853,305,50,2026-04-21,2025-05-19,466.0,ABC Pharma,Cold Storage,Active
MED441,Metformin,Metformin,Injection,100 IU,Lupin,B8491,476,50,2027-12-17,2025-04-02,339.8,LifeCare,C1,Active
MED442,Cetirizine,Cetirizine,Syrup,100 IU,Alkem,B4570,246,30,2027-12-21,2025-03-23,362.96,LifeCare,A2,Active
MED443,Salbutamol,Salbutamol,Syrup,5 ml,Mankind,B6601,410,30,2028-02-09,2025-05-27,60.17,LifeCare,Cold Storage,Active
MED444,Calcium,Calcium,Capsule,500 mg,Mankind,B1462,320,30,2028-04-28,2025-08-13,269.88,LifeCare,A2,Active
MED445,Omeprazole,Omeprazole,Syrup,10 ml,Lupin,B2777,145,50,2026-11-11,2025-10-06,141.99,MediSupply,Cold Storage,Active
MED446,Dolo,Dolo,Tablet,100 IU,Alkem,B3109,391,30,2026-07-12,2025-04-09,275.48,ABC Pharma,Cold Storage,Active
MED447,Pantoprazole,Pantoprazole,Tablet,10 ml,Alkem,B7906,409,20,2026-09-22,2025-04-20,482.38,LifeCare,C1,Active
MED448,Azithromycin,Azithromycin,Capsule,650 mg,Torrent,B8089,353,20,2028-01-13,2025-04-13,147.99,LifeCare,Cold Storage,Active
MED449,Levocetirizine,Levocetirizine,Injection,650 mg,Dr. Reddy's,B7720,480,50,2028-05-06,2025-09-12,194.31,Prime Medics,A1,Active
MED450,Omeprazole,Omeprazole,Capsule,500 mg,Abbott,B3320,40,50,2027-09-21,2025-04-28,195.7,LifeCare,B2,Active
MED451,Amoxicillin,Amoxicillin,Syrup,500 mg,Dr. Reddy's,B9683,171,30,2026-03-19,2025-03-18,108.5,ABC Pharma,A1,Active
MED452,Amoxicillin,Amoxicillin,Capsule,250 mg,Lupin,B9142,206,50,2027-03-21,2025-03-15,36.57,MediSupply,Cold Storage,Active
MED453,Cetirizine,Cetirizine,Ointment,650 mg,Mankind,B8578,327,30,2027-02-02,2025-09-18,270.81,MediSupply,B1,Active
MED454,Atorvastatin,Atorvastatin,Capsule,100 IU,Lupin,B1695,183,50,2026-03-18,2025-07-14,491.38,HealthPlus,A2,Active
MED455,Insulin,Insulin,Ointment,650 mg,Cipla,B1506,353,50,2026-12-14,2025-11-10,155.73,MediSupply,A1,Active
MED456,Levocetirizine,Levocetirizine,Capsule,500 mg,Alkem,B1031,498,50,2027-10-10,2025-06-27,15.05,Prime Medics,A1,Active
MED457,Diclofenac,Diclofenac,Syrup,500 mg,Lupin,B7826,393,50,2027-01-03,2025-04-02,317.63,ABC Pharma,B2,Active
MED458,Cefixime,Cefixime,Ointment,250 mg,Abbott,B3437,358,50,2027-11-29,2025-07-17,394.02,HealthPlus,C1,Active
MED459,Pantoprazole,Pantoprazole,Capsule,10 ml,Sun Pharma,B7735,302,30,2027-07-06,2025-03-22,435.55,HealthPlus,C1,Active
MED460,Paracetamol,Paracetamol,Tablet,10 ml,Alkem,B3804,392,20,2027-02-07,2025-01-29,351.56,HealthPlus,B1,Active
MED461,Dolo,Dolo,Injection,500 mg,Dr. Reddy's,B4706,75,50,2026-09-30,2025-04-16,440.37,HealthPlus,B2,Active
MED462,Metformin,Metformin,Capsule,10 ml,Lupin,B9173,345,50,2028-02-01,2025-11-01,18.26,ABC Pharma,C2,Active
MED463,Azithromycin,Azithromycin,Capsule,650 mg,Mankind,B1125,50,30,2026-04-18,2025-07-01,457.41,ABC Pharma,B1,Active
MED464,Cetirizine,Cetirizine,Ointment,650 mg,Alkem,B6803,23,30,2028-03-01,2025-11-17,173.38,MediSupply,B2,Active
MED465,Losartan,Losartan,Syrup,5 ml,Torrent,B2338,265,50,2026-12-22,2025-04-24,62.92,MediSupply,B1,Active
MED466,Losartan,Losartan,Syrup,10 ml,Torrent,B9864,439,20,2027-08-21,2025-06-17,131.09,ABC Pharma,C2,Active
MED467,Metformin,Metformin,Ointment,100 IU,Cipla,B1770,474,50,2027-01-06,2025-04-25,319.11,HealthPlus,B2,Active
MED468,Diclofenac,Diclofenac,Injection,100 IU,Torrent,B6820,435,20,2026-03-29,2025-03-09,336.61,Prime Medics,A2,Active
MED469,Levocetirizine,Levocetirizine,Injection,10 ml,Cipla,B7965,296,50,2026-11-11,2025-04-18,474.3,Prime Medics,B2,Active
MED470,Omeprazole,Omeprazole,Tablet,500 mg,Torrent,B4570,124,50,2026-05-23,2025-03-18,52.93,Prime Medics,C1,Active
MED471,Salbutamol,Salbutamol,Injection,10 ml,Sun Pharma,B4517,460,20,2028-02-22,2025-10-27,368.27,MediSupply,C1,Active
MED472,Calcium,Calcium,Tablet,500 mg,Torrent,B7127,423,50,2028-06-14,2025-10-02,386.71,LifeCare,C2,Active
MED473,ORS,ORS,Injection,500 mg,Sun Pharma,B4320,326,50,2026-09-09,2025-06-20,371.08,LifeCare,C2,Active
MED474,Amlodipine,Amlodipine,Tablet,5 ml,Mankind,B9252,298,20,2026-09-09,2025-04-23,9.8,MediSupply,A1,Active
MED475,Cefixime,Cefixime,Ointment,250 mg,Lupin,B9467,279,50,2028-01-23,2025-07-18,347.13,HealthPlus,B2,Active
MED476,Dolo,Dolo,Ointment,10 ml,Lupin,B8459,57,20,2027-07-31,2025-02-20,34.67,Prime Medics,A2,Active
MED477,Calcium,Calcium,Capsule,650 mg,Mankind,B8691,163,50,2026-09-09,2025-04-28,25.49,LifeCare,C2,Active
MED478,Ibuprofen,Ibuprofen,Ointment,100 IU,Alkem,B9835,334,50,2027-05-21,2025-09-20,427.18,Prime Medics,Cold Storage,Active
MED479,Diclofenac,Diclofenac,Tablet,100 IU,Cipla,B3346,86,20,2027-11-10,2025-05-07,427.83,ABC Pharma,Cold Storage,Active
MED480,Cetirizine,Cetirizine,Ointment,650 mg,Lupin,B1643,364,30,2027-01-11,2025-03-07,123.84,ABC Pharma,B1,Active
MED481,Levocetirizine,Levocetirizine,Syrup,10 ml,Cipla,B3325,311,20,2027-09-30,2025-11-13,343.34,LifeCare,B2,Active
MED482,Losartan,Losartan,Tablet,100 IU,Mankind,B6047,450,20,2026-02-25,2025-05-11,113.51,LifeCare,B1,Active
MED483,Cetirizine,Cetirizine,Tablet,500 mg,Cipla,B4341,460,50,2028-06-18,2025-08-11,261.67,HealthPlus,Cold Storage,Active
MED484,Omeprazole,Omeprazole,Capsule,650 mg,Abbott,B2170,491,20,2027-07-25,2025-01-07,451.64,HealthPlus,C2,Active
MED485,Omeprazole,Omeprazole,Syrup,650 mg,Cipla,B8757,289,50,2026-04-18,2025-11-09,311.04,HealthPlus,A1,Active
MED486,Ibuprofen,Ibuprofen,Tablet,100 IU,Mankind,B8812,159,30,2027-12-17,2025-04-25,8.52,MediSupply,A2,Active
MED487,Levocetirizine,Levocetirizine,Syrup,500 mg,Sun Pharma,B7987,354,30,2027-11-06,2025-11-10,474.47,MediSupply,A2,Active
MED488,Diclofenac,Diclofenac,Capsule,10 ml,Cipla,B9394,409,50,2026-07-11,2025-02-03,350.98,ABC Pharma,B1,Active
MED489,Losartan,Losartan,Tablet,10 ml,Dr. Reddy's,B2687,464,30,2027-07-31,2025-01-10,412.81,ABC Pharma,B2,Active
MED490,Vitamin C,Vitamin C,Capsule,100 IU,Mankind,B1548,69,20,2026-12-18,2025-10-18,421.46,MediSupply,A2,Active
MED491,Ibuprofen,Ibuprofen,Ointment,100 IU,Dr. Reddy's,B4853,451,30,2027-07-12,2025-06-09,68.04,ABC Pharma,C1,Active
MED492,Levocetirizine,Levocetirizine,Injection,650 mg,Lupin,B6344,490,50,2027-09-11,2026-01-01,361.72,ABC Pharma,A2,Active
MED493,Levocetirizine,Levocetirizine,Tablet,10 ml,Dr. Reddy's,B8584,302,50,2027-07-30,2025-06-05,486.84,MediSupply,C2,Active
MED494,Azithromycin,Azithromycin,Capsule,100 IU,Mankind,B2462,1,50,2027-01-25,2025-12-13,269.37,HealthPlus,A2,Active
MED495,ORS,ORS,Syrup,100 IU,Abbott,B5669,463,20,2027-04-26,2025-08-21,294.43,HealthPlus,A1,Active
MED496,Paracetamol,Paracetamol,Injection,10 ml,Dr. Reddy's,B1644,151,30,2028-06-07,2025-11-05,225.34,ABC Pharma,A1,Active
MED497,Atorvastatin,Atorvastatin,Injection,10 ml,Alkem,B6334,200,50,2028-04-18,2025-07-01,138.73,ABC Pharma,B1,Active
MED498,Amlodipine,Amlodipine,Ointment,500 mg,Mankind,B4213,404,30,2026-07-08,2025-07-28,428.71,MediSupply,C1,Active
MED499,Omeprazole,Omeprazole,Tablet,100 IU,Dr. Reddy's,B5940,123,30,2026-12-27,2025-06-26,248.57,LifeCare,Cold Storage,Active
MED500,Ibuprofen,Ibuprofen,Tablet,250 mg,Cipla,B4838,340,50,2027-05-21,2025-05-30,195.69,Prime Medics,C1,Active
